fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,type
8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,red
4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,white
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,red
7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,red
6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,white
8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,red
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,red
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,white
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,white
6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,white
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,white
8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,white
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,red
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,red
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,red
6.7,0.24,0.35,13.1,0.05,64,205,0.997,3.15,0.5,9.5,white
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,red
6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,white
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,white
6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,white
7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,white
5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,white
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,red
7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,white
8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,red
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,white
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,white
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,red
9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,red
7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,white
6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,white
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,red
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,red
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,white
8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,red
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,red
5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,white
6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,red
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,red
8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,red
6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,white
7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,red
7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,white
7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,white
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,white
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,red
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,red
8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,red
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,red
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,white
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,white
7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,white
6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,white
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,white
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,red
6,0.2,0.24,5.3,0.075,49,201,0.99466,3.21,0.43,9.5,white
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,red
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,white
7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,red
8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8,red
6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,white
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,white
7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,white
7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,white
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,red
7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,white
10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,red
7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,white
7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,white
9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5,red
7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,red
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,red
6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,white
5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,red
7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,white
8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,white
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,red
6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,white
6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,white
7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,white
7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,red
6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,white
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,red
6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,white
6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,white
11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,red
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,white
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,red
5.1,0.52,0.06,2.7,0.052,30,79,0.9932,3.32,0.43,9.3,white
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,white
7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,red
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,white
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,white
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,white
5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,red
7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,white
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,red
6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,red
6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,white
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,white
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,11,white
10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,red
6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,white
6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,white
8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,red
8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,red
10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,red
6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,white
7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,white
9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,red
6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,white
6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,white
7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,red
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,red
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,white
9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,red
6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,red
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,white
6.4,0.26,0.3,2.2,0.025,33,134,0.992,3.21,0.47,10.6,white
6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,red
6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,white
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,white
7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,red
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,white
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,red
6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,white
7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,red
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,red
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,white
7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,red
7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,red
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,white
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,red
6.6,0.28,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,white
5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,white
6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,white
7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,red
5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,red
7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,red
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,white
8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,red
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,red
5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,white
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,red
8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,red
8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,white
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,red
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,red
7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,white
7.4,0.25,0.37,6.9,0.02,14,93,0.9939,3,0.48,10.7,white
8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,white
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,red
6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2,white
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,red
8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,red
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,red
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,red
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,red
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,red
7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,white
8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,white
5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,white
7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,white
6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,red
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,white
7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,red
7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,red
7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,red
8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,white
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,white
7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,white
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,red
8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,white
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,red
8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,red
7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,red
7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,red
6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,white
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,white
7.4,0.17,0.29,1.4,0.047,23,107,0.9939,3.52,0.65,10.4,white
8.9,0.62,0.19,3.9,0.17,51,148,0.9986,3.17,0.93,9.2,red
9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,red
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,red
8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,red
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,red
5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,white
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,white
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,red
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,red
7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,white
8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,red
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,red
6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,red
6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,white
10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,red
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,white
6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,white
7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,red
7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,white
7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,white
5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,red
7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,white
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,white
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,red
6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,white
7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,white
7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,white
8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,white
7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,white
7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,red
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,red
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,red
7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,white
7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,white
7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,white
6.4,0.43,0.32,1.4,0.048,10,67,0.992,3.08,0.41,11.4,white
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,white
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,red
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,white
6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,white
6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,red
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,red
7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3,white
6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,white
7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,white
6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,white
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,red
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,red
8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,red
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,red
6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,red
7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,red
6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,red
9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,red
12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,red
8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,white
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,red
7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,red
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,red
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,red
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,red
6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,red
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,red
6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,white
7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6,white
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,red
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,white
7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,red
6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,white
11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,red
8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,red
9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,red
6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,white
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,white
7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,white
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,red
7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,white
7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,red
9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,red
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,white
5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,white
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,white
6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,white
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,red
5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,white
8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,red
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,red
7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9,white
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,white
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,red
6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,red
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,red
5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,white
8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,red
11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,red
6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,white
7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,white
6.5,0.29,0.32,3,0.036,38,93,0.9906,3.16,0.59,12,white
7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,red
7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,white
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,red
5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,white
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,white
7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,white
8.1,0.785,0.52,2,0.122,37,153,0.9969,3.21,0.69,9.3,red
9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,white
8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,white
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,white
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,red
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,red
6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,white
7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,red
7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,red
7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,white
6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,white
9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,red
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,red
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,red
7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,white
8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,red
6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,white
6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,white
6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1,white
7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,white
8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,red
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,red
10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,red
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,red
7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,white
8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,red
12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,red
8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,red
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,white
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,white
10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,red
6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,white
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,red
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,white
6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,red
8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,red
9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4,white
7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,white
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,white
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,red
9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,red
6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,white
6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,white
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,red
10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,red
6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,red
